id,title,type,genres,production_countries,imdb_id,imdb_score
tm984155,The Devil Below,MOVIE,"['horror', 'thriller']",['US'],tt7646322,5.1
tm984204,The Seventh Day,MOVIE,['horror'],['US'],tt11263022,5.1
ts287328,Yasuke,SHOW,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']",['US'],tt9310330,5.1
ts302489,Chicago Party Aunt,SHOW,"['animation', 'comedy']",['US'],tt15125616,5.1
ts304468,Thirty-Nine,SHOW,"['drama', 'romance']",['KR'],tt15309342,5.1
ts108621,Sky Rojo,SHOW,"['drama', 'thriller', 'action', 'crime']",['ES'],tt8690776,5.1
ts307745,Money Heist: From Tokyo to Berlin,SHOW,"['documentation', 'crime', 'drama']",['ES'],tt15384346,5.1
tm863919,Extinct,MOVIE,"['animation', 'comedy', 'family', 'action']","['CA', 'CN', 'US']",tt8241000,5.1
tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,"['action', 'comedy', 'thriller']",['JP'],tt13017204,5.1
tm858000,Rurouni Kenshin: The Final,MOVIE,"['drama', 'action']",['JP'],tt11809034,5.1
ts269493,Headspace Guide to Meditation,SHOW,"['documentation', 'animation']",['US'],tt13617024,5.1
tm1218547,Bruna Louise: Demolition,MOVIE,"['comedy', 'documentation']",['BR'],tt20597270,5.1
ts287703,Mine,SHOW,"['thriller', 'drama']",['KR'],tt14023192,5.1
ts310376,"Sex, Love & Goop",SHOW,"['reality', 'comedy', 'romance']",['US'],tt15470160,5.1
ts317612,Love is Blind: Japan,SHOW,"['reality', 'romance']",['JP'],tt15943826,5.1
ts282291,Generation 56K,SHOW,"['drama', 'romance', 'comedy']",['IT'],tt13524842,5.1
tm860261,To All the Boys: Always and Forever,MOVIE,"['romance', 'comedy', 'drama']",['US'],tt10676012,5.1
ts258415,Elves,SHOW,"['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']",['DK'],tt13231962,5.1
tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,"['thriller', 'drama', 'horror']",['US'],tt14265992,5.1
tm1150256,Tall Girl 2,MOVIE,"['comedy', 'romance', 'drama', 'family']",['US'],tt16085592,5.1
ts310335,Insiders,SHOW,['reality'],['ES'],tt15436028,5.1
ts301196,Top Secret UFO Projects: Declassified,SHOW,['documentation'],['GB'],tt14992232,5.1
ts250998,Dirty Lines,SHOW,"['drama', 'history']",['NL'],tt14859224,5.1
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,"['horror', 'thriller', 'comedy']",['PL'],tt14315500,5.1
ts320426,Crime Scene: The Times Square Killer,SHOW,"['thriller', 'documentation', 'crime', 'history']",['US'],tt16027926,5.1
ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],tt12717354,5.1
ts243780,Sharkdog,SHOW,"['animation', 'comedy', 'family']","['SG', 'US']",tt12211696,5.1
ts288005,"Nevertheless,",SHOW,"['drama', 'romance']",['KR'],tt14518284,5.1
tm872108,A Week Away,MOVIE,"['drama', 'family', 'romance']",['US'],tt11388278,5.1
ts246178,Eden,SHOW,"['animation', 'drama', 'scifi', 'reality', 'family', 'fantasy', 'action']",['JP'],tt10545250,5.1
ts283676,Last Chance U: Basketball,SHOW,"['documentation', 'sport']",['US'],tt13087512,5.1
tm1143898,Jana Gana Mana,MOVIE,"['drama', 'thriller', 'crime']",['IN'],tt13391710,5.1
ts215989,Snabba Cash,SHOW,"['crime', 'drama', 'thriller', 'action']",['SE'],tt10540276,5.1
tm1110389,Single All the Way,MOVIE,"['romance', 'comedy', 'drama']",['CA'],tt14315756,5.1
tm1031976,Dhamaka,MOVIE,"['thriller', 'crime', 'drama', 'action']",['IN'],tt13510660,5.1
ts308511,Back to 15,SHOW,"['drama', 'comedy']",['BR'],tt15301854,5.1
tm362072,Monster,MOVIE,"['drama', 'crime']","['CA', 'US']",tt2850272,5.1
tm1120509,Never Back Down: Revolt,MOVIE,"['action', 'crime', 'drama', 'sport']",['US'],tt13470094,5.1
ts320075,Aranyak,SHOW,"['thriller', 'drama', 'crime']",['IN'],tt14167344,5
ts280892,"Devotion, a Story of Love and Desire",SHOW,"['drama', 'romance']",['IT'],tt13956560,5
tm1091155,Untold: Breaking Point,MOVIE,"['documentation', 'sport']",['US'],tt15101938,5
ts260477,Post Mortem: No One Dies in Skarnes,SHOW,"['thriller', 'comedy', 'drama']",['NO'],tt13053222,5
tm1219931,Heart Parade,MOVIE,"['comedy', 'romance']",['PL'],tt20597408,5
tm991351,Pelé,MOVIE,"['documentation', 'sport']",['GB'],tt13842562,5
ts223450,Move to Heaven,SHOW,['drama'],['KR'],tt11052470,5
ts257504,Heirs to the Land,SHOW,"['drama', 'history', 'comedy', 'scifi']",['ES'],tt13308276,5
tm1102891,Grudge,MOVIE,"['thriller', 'crime', 'drama']",['TR'],tt13717980,5
tm998858,Brian Regan: On the Rocks,MOVIE,['comedy'],['US'],tt13926994,5
tm894254,Penguin Bloom,MOVIE,['drama'],"['AU', 'US']",tt6317656,5
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,['documentation'],['US'],tt10741846,5
ts312200,I Am Georgina,SHOW,['reality'],['ES'],tt15494864,5
ts346500,Wild Babies,SHOW,['documentation'],['GB'],tt19398016,5
ts302312,Jaguar,SHOW,"['drama', 'war', 'action', 'history']",['ES'],tt11698590,5
ts317720,Coming Out Colton,SHOW,['reality'],['US'],tt14527650,5
tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,"['drama', 'documentation', 'crime']",['US'],tt14111734,5
tm817075,Furioza,MOVIE,"['crime', 'drama', 'action']",['PL'],tt10515864,5
tm1137862,Four to Dinner,MOVIE,"['comedy', 'romance']",['IT'],tt14247286,5
tm834847,Seal Team,MOVIE,"['animation', 'comedy']",['ZA'],tt8456190,5
tm876997,Most Eligible Bachelor,MOVIE,"['drama', 'romance']",['IN'],tt11725680,5
tm1096769,Lead Me Home,MOVIE,['documentation'],['US'],tt15339848,5
ts255486,Godzilla Singular Point,SHOW,"['animation', 'action', 'scifi', 'thriller']",['JP'],tt13229964,5
tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,"['animation', 'comedy', 'family']",['GB'],tt15857304,5
ts312094,JAPAN SINKS: People of Hope,SHOW,"['scifi', 'war', 'drama']",['JP'],tt15569106,5
tm1166015,The Invisible Thread,MOVIE,"['drama', 'family', 'comedy']",['IT'],tt14540892,5
tm880822,Mobile Suit Gundam Hathaway,MOVIE,"['scifi', 'animation', 'action', 'drama', 'romance']",['JP'],tt13288678,5
tm1160424,AI Love You,MOVIE,"['scifi', 'comedy', 'romance', 'drama']",['TH'],tt11182810,5
ts258358,The Life and Movies of Erşan Kuneri,SHOW,['comedy'],['TR'],tt13238304,5
tm1039147,Audible,MOVIE,['documentation'],['US'],tt12771540,5
ts283528,This Is Pop,SHOW,"['music', 'documentation']",['CA'],tt14155414,5
ts276067,Maldivas,SHOW,"['comedy', 'drama']",['BR'],tt13561292,5
tm1215536,The Hall: Honoring the Greats of Stand-Up,MOVIE,"['documentation', 'comedy']",['US'],tt10613308,5
ts320335,Summer Heat,SHOW,"['drama', 'romance']",['BR'],tt14655298,5
ts286632,Why Are You Like This?,SHOW,['comedy'],['AU'],tt8540808,5
ts320302,Neymar: The Perfect Chaos,SHOW,"['documentation', 'sport']","['BR', 'US']",tt16428640,5
tm833467,Hurdang,MOVIE,"['drama', 'romance']",['IN'],tt10919304,5
tm1185388,The Turning Point,MOVIE,"['drama', 'crime']",['IT'],tt14140844,5
tm998726,Sentinelle,MOVIE,"['thriller', 'action', 'drama', 'crime']",['FR'],tt11734264,5
ts257873,Dive Club,SHOW,"['drama', 'family']",['AU'],tt13275052,5
tm1077201,Stuck Together,MOVIE,['comedy'],"['BE', 'FR']",tt13834006,5
tm1203307,F*ck Love Too,MOVIE,"['comedy', 'romance']",['NL'],tt15432804,5
tm945448,Vicky and Her Mystery,MOVIE,"['drama', 'family', 'european']",['FR'],tt10945274,5
ts296129,Elite Short Stories: Guzmán Caye Rebe,SHOW,"['drama', 'crime', 'thriller']",['ES'],tt14668192,5
ts331681,Trivia Quest,SHOW,"['family', 'fantasy', 'animation']",['US'],tt18393972,5
ts320872,Queer Eye Germany,SHOW,['reality'],['DE'],tt16369694,5
ts328317,Alessandro Cattelan: One Simple Question,SHOW,"['comedy', 'reality']",['IT'],tt15326678,5
ts296179,The War Next-door,SHOW,['comedy'],['MX'],tt14821886,5
ts275448,Navillera,SHOW,"['drama', 'family']",['KR'],tt13885302,5
ts269286,Once Upon a Time... Happily Never After,SHOW,"['scifi', 'comedy', 'fantasy']",['ES'],tt13560186,5
ts306322,The Unlikely Murderer,SHOW,"['drama', 'crime']",['SE'],tt13735930,4.9
tm1119136,Game Changer,MOVIE,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['TH'],tt14365230,4.9
ts104362,Kid Cosmic,SHOW,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],tt9248538,4.9
tm1043290,Murder by the Coast,MOVIE,"['crime', 'documentation', 'history']",['ES'],tt13323092,4.9
ts345976,The Boss Baby: Back in the Crib,SHOW,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt19361940,4.9
tm810494,The 8th Night,MOVIE,"['thriller', 'horror']",['KR'],tt14781176,4.9
tm1029256,Ferry,MOVIE,"['drama', 'action', 'crime', 'thriller']","['BE', 'NL']",tt14217100,4.9
ts283610,Feels Like Ishq,SHOW,"['drama', 'romance', 'comedy']",['IN'],tt14163838,4.9
tm1144693,The Trip 6,MOVIE,['comedy'],['CO'],tt16636178,4.9
tm1000619,Radhe Shyam,MOVIE,"['drama', 'romance']",['IN'],tt8960382,4.9
ts309676,The World's Most Amazing Vacation Rentals,SHOW,"['documentation', 'reality']",['US'],tt14691382,4.9
ts280693,Thomas & Friends: All Engines Go!,SHOW,"['animation', 'fantasy', 'drama', 'family', 'music', 'comedy']",['US'],tt13940396,4.9
ts285469,Headspace Guide to Sleep,SHOW,"['documentation', 'animation']",['US'],tt14318406,4.9
tm675820,A Boy Called Christmas,MOVIE,"['drama', 'family', 'fantasy', 'action']",['GB'],tt10187208,4.9
ts287802,Penguin Town,SHOW,"['documentation', 'comedy', 'drama', 'family']",['ZA'],tt14677850,4.9
ts257315,Karma's World,SHOW,"['animation', 'comedy', 'family']",['US'],tt13321232,4.9
ts299321,Dogs in Space,SHOW,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",['US'],tt14906826,4.9
tm1185506,The Taming of the Shrewd,MOVIE,"['romance', 'comedy']",['PL'],tt18970380,4.9
tm1083068,Operation Hyacinth,MOVIE,"['crime', 'drama', 'thriller']",['PL'],tt14315584,4.9
tm879685,The Perfect Family,MOVIE,['comedy'],['ES'],tt11924738,4.9
tm466544,Sooryavanshi,MOVIE,"['action', 'thriller', 'crime']",['IN'],tt9531772,4.9
ts315551,Elite Short Stories: Phillipe Caye Felipe,SHOW,"['comedy', 'romance', 'drama']",['ES'],tt16156744,4.9
ts317144,Adventure Beast,SHOW,"['comedy', 'animation']",['US'],tt15478708,4.9
ts325756,Midnight Asia: Eat · Dance · Dream,SHOW,['documentation'],['SG'],tt16583602,4.9
ts260502,Until Life Do Us Part,SHOW,['drama'],['PT'],tt13053042,4.9
ts320557,Elite Short Stories: Patrick,SHOW,"['comedy', 'drama']",['ES'],tt16306836,4.9
ts296081,The Parisian Agency: Exclusive Properties,SHOW,['reality'],['FR'],tt14746934,4.9
tm448707,CBI 5: The Brain,MOVIE,"['thriller', 'crime']",['IN'],tt7311164,4.9
ts296069,Elite Short Stories: Omar Ander Alexis,SHOW,"['drama', 'crime', 'thriller']",['ES'],tt14676004,4.9
tm1111717,L.O.L. Surprise: The Movie,MOVIE,"['animation', 'family', 'fantasy', 'scifi', 'western', 'action']",['US'],tt15576986,4.9
ts287149,Hype House,SHOW,['reality'],['US'],tt15257704,4.9
tm950444,Skater Girl,MOVIE,"['drama', 'family', 'sport']","['US', 'IN']",tt6964940,4.9
ts239188,Kitz,SHOW,"['drama', 'thriller']","['AT', 'DE']",tt12104930,4.9
ts297685,I Need Romance,SHOW,"['drama', 'romance']",['TH'],tt16077338,4.9
ts308002,The Five Juanas,SHOW,['drama'],['MX'],tt15377930,4.9
tm1092892,Found,MOVIE,"['documentation', 'drama']","['CN', 'US']",tt13622146,4.9
ts271517,The Crew,SHOW,['comedy'],['US'],tt10971022,4.9
ts257271,The Time It Takes,SHOW,"['drama', 'romance', 'comedy']",['ES'],tt13322938,4.9
tm1108010,Rabbids Invasion - Mission To Mars,MOVIE,"['animation', 'comedy']",['FR'],tt15310736,4.9
ts296059,Elite Short Stories: Carla Samuel,SHOW,"['drama', 'romance']",['ES'],tt14675560,4.9
ts306068,Luna Park,SHOW,"['drama', 'romance']",['IT'],tt15349110,4.9
ts346007,Savage Beauty,SHOW,['drama'],['US'],tt19671142,4.9
tm1098514,The Falls,MOVIE,['drama'],['TW'],tt15119668,4.8
tm1108621,Yara,MOVIE,"['drama', 'thriller', 'crime']",['IT'],tt15655276,4.8
ts317526,Selling Tampa,SHOW,['reality'],['US'],tt16227948,4.8
ts216407,Age of Samurai: Battle for Japan,SHOW,"['documentation', 'action', 'drama', 'history', 'war']",['US'],tt10551256,4.8
ts306510,Octonauts: Above & Beyond,SHOW,"['animation', 'family']",['KR'],tt15211330,4.8
tm1127479,Cobalt Blue,MOVIE,"['romance', 'drama']",['IN'],tt15314640,4.8
tm433048,This Is the Night,MOVIE,"['drama', 'comedy']",['US'],tt7743120,4.8
ts270798,Love (ft. Marriage and Divorce),SHOW,"['drama', 'romance']",['KR'],tt13814840,4.8
tm972519,Don't Kill Me,MOVIE,"['fantasy', 'horror', 'romance']",['IT'],tt11116374,4.8
tm1003725,A Castle for Christmas,MOVIE,"['romance', 'comedy', 'drama', 'family']","['GB', 'US']",tt13070602,4.8
tm1036270,I Am All Girls,MOVIE,"['thriller', 'crime', 'drama']",['ZA'],tt9013182,4.8
ts302056,Titletown High,SHOW,"['reality', 'sport']",['US'],tt15192032,4.8
ts287838,Mad for Each Other,SHOW,"['comedy', 'drama', 'romance']",['KR'],tt14596414,4.8
ts273318,Country Comfort,SHOW,"['drama', 'family', 'music', 'action', 'comedy']",['US'],tt11717394,4.8
ts318024,Sea Power,SHOW,"['documentation', 'war']",['US'],tt15771508,4.8
tm876608,Sounds Like Love,MOVIE,"['comedy', 'music', 'romance', 'drama']",['ES'],tt11698662,4.8
tm1000797,Ride or Die,MOVIE,"['thriller', 'romance', 'drama']",['JP'],tt14164234,4.8
ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,"['documentation', 'crime']",['BR'],tt18274172,4.8
tm858287,Jersey,MOVIE,"['drama', 'sport', 'romance']",['IN'],tt5301942,4.8
tm990835,The Girl on the Train,MOVIE,"['drama', 'thriller', 'crime']",['IN'],tt8907992,4.8
ts283639,Decoupled,SHOW,"['comedy', 'drama']",['IN'],tt14167338,4.8
ts296091,Elite Short Stories: Nadia Guzmán,SHOW,"['drama', 'romance']",['ES'],tt14671790,4.8
ts271720,Pui Pui Molcar,SHOW,"['animation', 'comedy', 'family']",['JP'],tt14202738,4.8
ts289364,Cat People,SHOW,['documentation'],['US'],tt14818454,4.8
tm993435,Cousins,MOVIE,['drama'],['NZ'],tt10483044,4.8
tm1191860,Oprah + Viola: A Netflix Special Event,MOVIE,['documentation'],['US'],tt19404044,4.8
tm1064532,Deep,MOVIE,"['scifi', 'thriller', 'drama']",['TH'],tt14880258,4.8
tm1047190,The Phantom,MOVIE,"['documentation', 'crime']","['US', 'GB']",tt14597294,4.8
ts292446,Taarak Mehta Kka Chhota Chashmah,SHOW,"['animation', 'comedy']",['IN'],tt14438518,4.8
ts315549,Elite Short Stories: Samuel Omar,SHOW,"['comedy', 'drama']",['ES'],tt16259804,4.8
ts288997,Human: The World Within,SHOW,['documentation'],['US'],tt14574154,4.8
ts282133,City of Ghosts,SHOW,"['animation', 'drama']",['FR'],tt15477516,4.8
ts289261,Transformers: BotBots,SHOW,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],tt14202476,4.8
tm1002869,Fate: The Winx Saga - The Afterparty,MOVIE,"['fantasy', 'reality', 'comedy']","['GB', 'IT']",tt14081914,4.8
ts287045,Fatma,SHOW,"['drama', 'thriller', 'crime']",['TR'],tt11961378,4.8
tm1001267,Secret Magic Control Agency,MOVIE,"['comedy', 'family', 'fantasy', 'animation']","['RU', 'US']",tt13932162,4.8
ts258321,"Ada Twist, Scientist",SHOW,"['family', 'music', 'animation', 'comedy']",['US'],tt13241650,4.8
ts342479,Super PupZ,SHOW,"['comedy', 'family', 'fantasy', 'scifi']",['CA'],tt18469966,4.8
ts300274,Cooking With Paris,SHOW,['reality'],['US'],tt15036422,4.7
ts271726,Go Dog Go,SHOW,"['animation', 'family']",['US'],tt10687202,4.7
tm1218702,Doom of Love,MOVIE,"['romance', 'drama']",['TR'],tt14369296,4.7
tm1041543,Breaking Boundaries: The Science of Our Planet,MOVIE,['documentation'],['US'],tt14539726,4.7
ts257817,Call My Agent Bollywood,SHOW,"['comedy', 'drama']",['IN'],tt13282662,4.7
ts310628,MaveriX,SHOW,"['drama', 'family', 'sport', 'action']",['AU'],tt15373864,4.7
ts300456,My Unorthodox Life,SHOW,['reality'],['US'],tt14398500,4.7
tm1146393,All Hail,MOVIE,"['drama', 'comedy']",['AR'],tt16427718,4.7
ts302714,The Kingdom,SHOW,"['crime', 'drama']",['AR'],tt15068148,4.7
tm1065041,The Seven Deadly Sins: Cursed by Light,MOVIE,"['animation', 'fantasy', 'action']",['JP'],tt13884144,4.7
ts288545,We the People,SHOW,"['animation', 'comedy', 'family', 'music']",['US'],tt14770480,4.7
ts299485,A Tale Dark & Grimm,SHOW,"['animation', 'action', 'comedy', 'family', 'fantasy']","['ES', 'US']",tt2386826,4.7
tm1132325,Don,MOVIE,"['romance', 'comedy', 'drama', 'action']",['IN'],tt10709484,4.7
ts301609,Love Is Blind: Brazil,SHOW,"['reality', 'romance']",['BR'],tt15018224,4.7
tm1038355,The Last Mercenary,MOVIE,"['action', 'comedy', 'crime', 'thriller']",['FR'],tt12808182,4.7
tm890013,Lulli,MOVIE,"['fantasy', 'comedy', 'romance']",['BR'],tt16282866,4.7
tm1182144,Dancing on Glass,MOVIE,"['drama', 'thriller']",['ES'],tt14118046,4.7
tm1102226,"My Brother, My Sister",MOVIE,['drama'],['IT'],tt13003996,4.7
tm1000037,Je suis Karl,MOVIE,"['drama', 'thriller', 'european', 'romance']","['CZ', 'DE']",tt9205538,4.7
ts297065,Tattoo Redo,SHOW,['reality'],['US'],tt14956090,4.7
tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,"['documentation', 'history', 'sport']",['US'],tt15095938,4.7
ts285724,2020,SHOW,"['drama', 'crime', 'thriller']",['LB'],tt13377006,4.7
ts288065,Naomi Osaka,SHOW,"['documentation', 'sport']",['US'],tt11898920,4.7
tm963182,Trollhunters: Rise of the Titans,MOVIE,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy']",['US'],tt12851396,4.7
tm1114205,Amina,MOVIE,"['war', 'history', 'drama', 'action']",['NG'],tt15847872,4.7
ts272515,Dealer,SHOW,"['action', 'drama', 'thriller', 'crime']",['FR'],tt13702252,4.7
tm1129394,The Princess Switch 3: Romancing the Star,MOVIE,"['comedy', 'romance', 'drama', 'family']",['US'],tt14731142,4.7
tm949382,Looop Lapeta,MOVIE,"['romance', 'thriller', 'action', 'comedy', 'crime']",['IN'],tt8907974,4.7
tm1129217,Anonymously Yours,MOVIE,"['drama', 'romance']",['MX'],tt16088568,4.7
tm1000599,The Last Forest,MOVIE,"['drama', 'documentation']",['BR'],tt14029622,4.7
ts257345,Wild Abandon,SHOW,"['drama', 'comedy']",['TR'],tt13317478,4.7
tm1188819,Rumspringa,MOVIE,"['drama', 'comedy', 'romance']",['DE'],tt19352286,4.7
tm1049155,Bordertown: The Mural Murders,MOVIE,"['crime', 'drama']",['FI'],tt15393650,4.7
ts291150,Soil,SHOW,"['comedy', 'drama']",['BE'],tt14319674,4.7
ts320183,Single’s Inferno,SHOW,['reality'],['KR'],tt16283666,4.7
ts315144,The Creature Cases,SHOW,"['animation', 'comedy', 'family', 'action']",['US'],tt15527326,4.7
ts309235,Christmas Flow,SHOW,"['romance', 'comedy', 'music']",['FR'],tt15340790,4.7
ts90023,AlRawabi School for Girls,SHOW,['drama'],['JO'],tt10183912,4.7
ts346034,Blood Sisters,SHOW,"['drama', 'crime', 'thriller']","['US', 'NG']",tt19398068,4.7
tm1002408,Biking Borders - eine etwas andere Reise,MOVIE,['documentation'],['DE'],tt11188850,4.7
ts226392,Sexify,SHOW,"['comedy', 'drama']",['PL'],tt14315542,4.7
tm1187638,Ronny Chieng: Speakeasy,MOVIE,"['comedy', 'documentation']",['US'],tt18830896,4.7
ts287941,Racket Boys,SHOW,"['family', 'drama', 'comedy', 'sport']",['KR'],tt14482414,4.7
tm1001108,Biggie: I Got a Story to Tell,MOVIE,"['documentation', 'music']",['US'],tt14058484,4.7
ts320407,The Future Diary,SHOW,"['reality', 'romance']",['JP'],tt15567380,4.7
ts288540,Ray,SHOW,"['drama', 'thriller', 'crime']",['IN'],tt14160660,4.7
tm475430,Super Me,MOVIE,"['action', 'drama', 'fantasy', 'scifi']",['CN'],tt10097544,4.7
tm1125844,The Whole Truth,MOVIE,"['drama', 'horror', 'thriller']",['TH'],tt15850662,4.7
tm1130995,Jonas Brothers Family Roast,MOVIE,"['comedy', 'music']",['US'],tt15763882,4.7
ts356275,Johnny Test,SHOW,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],tt15061770,4.7
tm980657,The Soul,MOVIE,"['scifi', 'thriller', 'drama']","['TW', 'CN']",tt13598976,4.6
ts235563,Daughter from Another Mother,SHOW,"['romance', 'comedy', 'drama', 'fantasy']",['MX'],tt11937732,4.6
ts288472,You Are My Spring,SHOW,"['drama', 'romance', 'thriller', 'fantasy']",['KR'],tt14169816,4.6
tm919869,And Tomorrow the Entire World,MOVIE,"['romance', 'crime', 'drama']","['FR', 'DE']",tt7716120,4.6
tm1022912,One,MOVIE,"['drama', 'thriller']",['IN'],tt11286552,4.6
ts292662,Johnny Hallyday: Beyond Rock,SHOW,"['documentation', 'music']",['US'],tt14465966,4.6
ts330012,Eternally Confused and Eager for Love,SHOW,"['comedy', 'romance']",['IN'],tt18274188,4.6
ts282155,Zero,SHOW,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],tt10619486,4.6
ts188861,Battle Kitty,SHOW,"['animation', 'fantasy', 'scifi', 'action', 'comedy', 'family']",['US'],tt10050740,4.6
tm454879,Major Grom: Plague Doctor,MOVIE,"['action', 'crime']",['RU'],tt7601480,4.6
ts279953,Law School,SHOW,"['crime', 'drama', 'thriller']",['KR'],tt13885336,4.6
tm421437,Anne+,MOVIE,['drama'],['NL'],tt15420598,4.6
tm1025318,Ajeeb Daastaans,MOVIE,"['drama', 'romance']",['IN'],tt14091818,4.6
ts316965,Ridley Jones,SHOW,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt13351440,4.6
ts270807,"Hello, Me!",SHOW,"['comedy', 'drama', 'scifi', 'fantasy', 'romance']",['KR'],tt13670090,4.6
ts302058,Everything Will Be Fine,SHOW,"['comedy', 'drama']",['MX'],tt15101964,4.6
tm1022893,Dynasty Warriors,MOVIE,"['action', 'fantasy']","['NZ', 'HK']",tt7587604,4.6
ts321437,Fishbowl Wives,SHOW,"['drama', 'romance']",['JP'],tt15410190,4.6
tm1080406,"Barbie: Big City, Big Dreams",MOVIE,"['animation', 'music', 'family']",['US'],tt15053428,4.6
tm1001095,Roohi,MOVIE,"['comedy', 'horror']",['IN'],tt10098288,4.6
ts345779,Barbie: It Takes Two,SHOW,"['comedy', 'family', 'animation']",['US'],tt19178656,4.6
ts282214,Let's Fight Ghost,SHOW,"['drama', 'thriller', 'action', 'fantasy', 'horror', 'romance']",['TH'],tt14168868,4.6
ts329711,"Love, Life & Everything in Between",SHOW,"['comedy', 'drama', 'romance']","['MA', 'SA', 'TN', 'EG', 'LB']",tt18253682,4.6
ts14520,Action Pack,SHOW,"['family', 'action', 'animation', 'fantasy', 'scifi', 'comedy']",['US'],tt15527308,4.6
tm985550,Crazy About Her,MOVIE,"['romance', 'comedy']",['ES'],tt11698630,4.6
tm992279,Confessions of an Invisible Girl,MOVIE,"['comedy', 'drama']",['BR'],tt15204288,4.6
ts326029,Savage Rhythm,SHOW,"['drama', 'music']",['CO'],tt17076336,4.6
tm998033,Doctor,MOVIE,"['action', 'comedy', 'thriller', 'crime']",['IN'],tt11374902,4.6
tm1178876,Battle: Freestyle,MOVIE,"['drama', 'music', 'romance']",['NO'],tt13350858,4.6
tm1115800,Theo Von: Regular People,MOVIE,['comedy'],['US'],tt15579188,4.6
ts330132,800 Meters,SHOW,"['documentation', 'crime']",['ES'],tt13323170,4.6
tm975741,Octonauts: The Ring of Fire,MOVIE,['animation'],"['CN', 'GB']",tt13779166,4.6
tm1120937,Montford: The Chickasaw Rancher,MOVIE,"['western', 'drama', 'history']",['US'],tt6704894,4.6
ts297763,Myth and Mogul: John DeLorean,SHOW,"['documentation', 'crime']",['US'],tt14968268,4.6
ts61384,My Love: Six Stories of True Love,SHOW,"['reality', 'romance', 'documentation']",['US'],tt14267526,4.5
ts321084,Framed! A Sicilian Murder Mystery,SHOW,"['comedy', 'crime']",['IT'],tt16745502,4.5
tm989672,Creating The Queen's Gambit,MOVIE,['documentation'],['US'],tt13818410,4.5
tm1024062,Nayattu,MOVIE,"['thriller', 'drama', 'crime']",['IN'],tt11604676,4.5
tm1143258,Hey! Sinamika,MOVIE,"['drama', 'romance']",['IN'],tt11953194,4.5
ts272092,Canine Intervention,SHOW,"['documentation', 'reality']",['US'],tt13932598,4.5
tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,"['documentation', 'crime']",['GB'],tt15085784,4.5
tm1031186,Heroes: Silence and Rock & Roll,MOVIE,"['documentation', 'music']",['ES'],tt14354838,4.5
ts287741,"Fresh, Fried & Crispy",SHOW,"['documentation', 'reality']",['US'],tt14644428,4.5
ts288832,I Heart Arlo,SHOW,"['animation', 'comedy', 'family']",['US'],tt13573450,4.5
tm1082359,Phil Wang: Philly Philly Wang Wang,MOVIE,['comedy'],['GB'],tt15091640,4.5
tm1040688,Three Songs for Benazir,MOVIE,['drama'],['AF'],tt14608922,4.5
tm985712,"Strip Down, Rise Up",MOVIE,['documentation'],['US'],tt13787118,4.5
tm1027712,This Little Love of Mine,MOVIE,"['romance', 'comedy']",['AU'],tt12546872,4.5
tm1102151,Bright: Samurai Soul,MOVIE,"['fantasy', 'thriller', 'animation', 'action']",['JP'],tt14837960,4.5
tm1065788,Last Summer,MOVIE,"['drama', 'romance']",['TR'],tt13067004,4.5
ts296201,Elize Matsunaga: Once Upon a Crime,SHOW,"['crime', 'documentation']",['BR'],tt14856998,4.5
ts297058,The Snitch Cartel: Origins,SHOW,"['crime', 'drama']",['CO'],tt14417802,4.5
tm1162608,40 Years Young,MOVIE,['comedy'],['MX'],tt16969906,4.5
tm979182,Red Dot,MOVIE,"['thriller', 'horror', 'drama']",['SE'],tt11307814,4.5
ts282840,Worn Stories,SHOW,['documentation'],['US'],tt14177168,4.5
ts352881,DI4RI,SHOW,['family'],['IT'],tt20449034,4.5
tm1070032,Black Island,MOVIE,"['thriller', 'drama']",['DE'],tt12881516,4.5
ts328617,Too Hot to Handle: Brazil,SHOW,"['reality', 'romance']",['BR'],tt14902484,4.5
tm1152224,Love Tactics,MOVIE,"['comedy', 'romance']",['TR'],tt14486678,4.5
